tokenId, hat, fur, clothes, eyes, earring, mouth, background
2346,17,2,28,8,0,18,6
2347,8,4,0,4,0,11,6
2348,16,4,35,10,0,1,7
2349,15,4,20,3,1,0,3
2350,0,0,0,1,2,15,2
2351,2,10,0,0,5,0,3
2352,0,1,8,3,5,14,1
2353,14,4,25,11,0,0,3
2354,6,4,7,4,6,0,5
2355,9,0,42,10,0,15,1
2356,10,3,3,0,3,14,7
2357,31,8,11,11,0,9,5
2358,0,1,7,13,0,10,5
2359,6,3,19,3,0,1,3
2360,4,9,16,0,0,16,3
2361,0,10,5,12,0,3,5
2362,0,1,0,8,0,4,3
2363,8,1,0,9,2,1,5
2364,3,4,21,4,0,11,5
2365,36,6,16,5,0,5,7
2366,3,7,19,2,0,1,3
2367,0,0,19,10,3,5,0
2368,3,6,25,1,4,1,5
2369,0,0,11,20,0,11,6
2370,0,1,18,2,0,14,4
2371,0,8,5,6,0,7,1
2372,7,1,30,6,1,13,6
2373,23,6,1,16,0,24,6
2374,19,3,26,6,0,1,3
2375,35,2,27,3,0,3,4
2376,3,4,18,8,0,18,7
2377,0,0,3,5,0,1,3
2378,7,0,22,5,0,12,6
2379,1,5,18,11,2,3,6
2380,0,2,7,3,1,1,4
2381,0,9,28,3,0,3,5
2382,0,1,20,0,0,7,7
2383,1,1,39,4,0,10,1
2384,0,3,13,4,0,0,3
2385,0,1,0,18,0,2,4
2386,27,3,11,4,1,1,4
2387,15,2,40,9,0,14,4
2388,0,7,1,7,0,4,7
2389,0,15,0,2,0,3,1
2390,23,5,25,12,0,2,5
2391,2,4,12,13,0,1,3
2392,0,1,0,1,0,6,7
2393,21,12,25,8,4,6,1
2394,24,1,36,5,0,5,5
2395,3,2,27,18,0,1,4
2396,33,1,28,10,0,0,6
2397,1,12,31,3,2,3,6
2398,29,8,11,12,0,0,1
2399,19,1,1,13,0,0,6
2400,13,12,10,12,0,0,4
2401,0,2,0,1,0,4,6
2402,16,9,10,0,0,10,5
2403,26,10,10,14,0,4,1
2404,6,16,14,5,0,23,4
2405,19,9,0,3,4,0,4
2406,16,13,14,3,0,1,7
2407,0,4,10,14,1,8,1
2408,23,14,0,15,0,1,6
2409,0,7,32,2,0,18,5
2410,6,8,0,6,0,1,2
2411,5,3,10,2,0,1,0
2412,21,2,14,4,0,6,1
2413,0,2,12,6,4,14,4
2414,35,5,0,15,0,0,3
2415,9,5,11,4,2,28,2
2416,9,1,11,0,0,5,6
2417,0,1,7,2,0,4,5
2418,30,3,2,8,3,6,5
2419,1,9,32,3,1,7,6
2420,14,9,19,16,0,2,0
2421,30,2,0,18,0,0,1
2422,8,10,23,3,3,7,5
2423,5,11,15,12,2,1,3
2424,5,1,17,2,0,0,1
2425,1,3,13,13,0,6,4
2426,11,7,36,10,0,8,5
2427,10,11,11,11,0,0,6
2428,0,3,0,13,0,1,3
2429,26,1,13,4,0,8,0
2430,6,1,32,1,0,8,2
2431,1,4,13,3,0,4,5
2432,8,9,0,1,0,4,6
2433,5,2,7,0,0,17,1
2434,7,3,33,9,0,0,5
2435,6,2,32,10,0,12,4
2436,27,1,11,0,0,17,2
2437,2,10,0,0,0,14,6
2438,0,7,16,11,4,2,3
2439,20,12,15,3,0,14,4
2440,7,2,18,16,4,1,3
2441,1,10,7,9,0,0,2
2442,19,1,0,7,0,2,6
2443,27,3,30,13,5,0,0
2444,4,1,4,17,0,0,5
2445,15,11,15,1,0,0,5
2446,0,10,40,6,0,1,1
2447,1,2,12,14,0,5,6
2448,0,3,14,17,0,14,1
2449,20,16,43,9,0,19,3
2450,18,14,33,15,0,18,7
2451,1,1,16,2,0,1,0
2452,8,11,30,19,0,1,6
2453,2,0,12,8,0,0,3
2454,9,0,35,3,0,4,4
2455,0,3,1,19,1,0,3
2456,3,5,41,16,0,0,0
2457,0,7,29,7,0,0,6
2458,6,9,0,15,0,1,7
2459,2,0,9,8,0,0,5
2460,0,2,37,5,1,5,6
2461,9,12,0,3,0,5,3
2462,15,3,10,10,0,1,0
2463,28,8,30,10,0,1,2
2464,4,5,37,6,0,11,4
2465,17,12,29,9,0,16,0
2466,8,11,13,0,0,13,2
2467,2,4,31,2,3,2,4
2468,0,1,9,6,2,10,7
2469,26,0,0,2,2,6,7
2470,27,2,0,4,0,11,2
2471,0,10,41,2,0,5,6
2472,26,3,10,5,4,16,0
2473,2,11,6,19,0,3,6
2474,9,16,8,17,0,4,3
2475,32,3,24,3,2,1,2
2476,1,2,26,10,0,8,1
2477,14,9,12,1,1,1,5
2478,6,2,41,12,0,3,4
2479,21,5,16,1,0,0,3
2480,4,1,0,7,0,11,6
2481,9,15,3,4,0,0,3
2482,1,0,24,9,4,8,3
2483,2,6,0,3,0,23,3
2484,0,2,20,15,1,0,5
2485,15,6,39,5,0,16,4
2486,4,5,33,7,2,1,6
2487,12,2,12,0,0,29,4
2488,6,5,33,6,0,3,5
2489,0,0,0,3,0,0,7
2490,7,9,3,15,0,17,0
2491,35,15,33,18,2,15,5
2492,7,2,5,0,0,7,0
2493,5,2,6,17,0,13,7
2494,1,7,1,9,0,1,6
2495,9,11,2,3,0,0,7
2496,6,2,2,2,0,1,1
2497,4,2,11,9,2,9,4
2498,0,16,6,13,0,4,5
2499,22,0,9,12,0,11,3
2500,3,18,0,8,2,20,3
2501,17,2,6,10,0,19,4
2502,0,5,6,11,0,6,2
2503,15,2,23,7,4,0,0
2504,21,8,11,15,0,30,1
2505,11,1,29,10,0,1,0
2506,7,3,15,20,0,0,4
2507,1,1,7,8,0,6,6
2508,0,8,11,8,0,0,2
2509,7,14,13,8,0,7,0
2510,25,0,21,8,0,30,1
2511,14,15,9,7,0,13,3
2512,1,7,23,6,2,2,4
2513,36,7,15,0,0,23,1
2514,10,1,35,2,0,9,6
2515,19,4,22,5,2,13,2
2516,0,8,0,8,0,18,5
2517,17,2,28,6,0,2,7
2518,0,4,0,0,2,6,3
2519,1,1,15,7,4,0,1
2520,1,9,8,5,0,0,0
2521,26,1,21,2,0,15,0
2522,14,6,34,3,2,13,0
2523,35,0,0,6,2,2,6
2524,0,5,5,6,2,0,7
2525,29,10,7,14,0,12,7
2526,1,6,11,0,0,1,2
2527,0,3,20,3,0,2,0
2528,0,14,8,10,0,0,7
2529,0,1,10,3,0,16,2
2530,28,6,37,6,0,9,0
2531,31,1,0,8,4,16,7
2532,1,15,0,3,4,0,5
2533,23,3,38,9,0,3,1
2534,2,14,35,13,4,0,7
2535,3,7,1,7,6,14,6
2536,11,1,33,22,0,0,3
2537,20,4,17,18,0,23,4
2538,5,6,2,7,3,12,6
2539,0,0,5,8,0,0,7
2540,8,1,0,5,0,5,6
2541,22,0,14,18,0,10,5
2542,8,0,0,3,0,1,3
2543,12,2,10,19,0,3,7
2544,0,1,18,0,0,2,3
2545,24,15,9,4,0,3,4
2546,0,2,3,0,0,13,2
2547,12,7,0,7,3,13,7
2548,34,6,1,2,1,7,6
2549,19,9,10,9,0,2,4
2550,0,3,0,2,0,28,2
2551,9,0,20,1,3,1,7
2552,7,4,25,0,2,1,7
2553,21,1,19,1,0,4,1
2554,23,15,6,17,1,0,3
2555,16,2,3,3,0,21,2
2556,0,3,1,16,0,0,3
2557,15,1,5,8,0,15,3
2558,24,3,13,15,0,4,5
2559,35,3,7,0,0,10,5
2560,11,7,17,5,0,25,1
2561,8,6,3,13,0,2,2
2562,1,2,2,0,2,0,0
2563,6,10,15,2,1,0,3
2564,24,7,0,7,5,2,6
2565,9,2,4,3,3,14,7
2566,7,3,11,16,1,1,6
2567,20,6,4,18,5,1,7
2568,3,2,30,14,0,3,6
2569,1,6,22,0,0,15,3
2570,2,16,0,1,0,1,5
2571,4,6,9,1,3,4,5
2572,0,3,2,14,0,13,1
2573,9,7,7,3,0,2,7
2574,0,5,0,2,0,1,2
2575,8,2,24,11,1,0,5
2576,6,2,6,0,4,2,0
2577,0,4,16,0,1,2,7
2578,0,6,0,4,2,16,6
2579,2,10,24,18,0,7,7
2580,0,3,4,0,0,29,2
2581,16,10,22,5,1,4,1
2582,13,4,11,5,4,4,2
2583,3,1,11,2,0,0,4
2584,29,8,1,3,0,10,5
2585,3,8,13,2,0,5,3
2586,19,6,0,16,0,0,4
2587,0,12,4,0,0,4,3
2588,6,1,17,3,6,12,4
2589,0,4,18,0,0,11,1
2590,3,1,5,11,0,3,6
2591,28,8,0,2,0,3,5
2592,0,2,0,6,0,0,3
2593,6,10,30,1,0,17,0
2594,9,0,22,6,0,0,6
2595,9,3,3,7,0,4,7
2596,1,15,31,2,0,1,2
2597,1,2,12,7,0,17,1
2598,4,3,0,21,0,3,2
2599,14,2,1,14,0,5,0
2600,18,9,28,10,0,0,2
2601,1,0,43,3,2,5,0
2602,2,1,0,2,0,9,2
2603,17,3,5,7,2,2,7
2604,0,3,43,2,2,19,1
2605,11,5,37,1,1,3,3
2606,0,1,26,1,0,18,1
2607,2,8,6,7,0,29,0
2608,3,9,13,3,2,8,1
2609,2,11,8,13,0,4,3
2610,0,14,5,14,0,1,0
2611,4,2,13,2,1,13,0
2612,12,5,0,5,1,3,0
2613,0,2,2,0,0,0,2
2614,14,5,7,13,0,18,3
2615,0,9,18,0,3,15,0
2616,10,8,5,0,1,7,3
2617,15,11,3,1,0,0,7
2618,34,10,17,0,0,0,0
2619,24,2,7,1,0,13,4
2620,11,1,32,12,0,0,4
2621,23,10,19,10,0,0,0
2622,17,12,26,12,0,5,4
2623,3,4,3,9,0,0,4
2624,30,12,22,7,4,23,1
2625,12,6,0,17,0,6,1
2626,0,1,18,16,2,4,7
2627,10,13,33,7,0,14,3
2628,29,14,31,19,0,2,7
2629,7,0,5,0,0,0,7
2630,13,5,26,5,0,1,0
2631,28,0,20,1,0,22,2
2632,14,10,21,10,0,4,2
2633,3,5,16,0,0,3,2
2634,4,2,0,18,4,6,3
2635,0,11,13,4,0,1,4
2636,25,3,0,12,0,18,3
2637,15,9,0,0,0,0,5
2638,7,4,0,0,1,26,7
2639,32,1,21,6,0,20,1
2640,12,2,2,2,0,2,5
2641,11,2,22,19,0,19,5
2642,14,1,3,1,0,7,6
2643,9,3,15,0,0,0,4
2644,28,5,3,9,0,0,1
2645,0,2,8,0,0,2,4
2646,21,1,4,1,0,15,2
2647,31,5,0,4,1,14,6
2648,12,0,25,17,0,12,7
2649,7,9,0,11,5,0,5
2650,8,15,3,0,2,10,5
2651,2,16,2,3,0,4,5
2652,27,10,15,0,0,4,1
2653,9,6,21,0,2,1,7
2654,4,8,8,16,2,2,1
2655,4,6,1,0,2,0,6
2656,2,8,4,0,0,26,1
2657,15,14,0,1,2,1,3
2658,4,15,15,15,2,5,0
2659,22,4,42,0,0,2,3
2660,4,6,34,5,0,15,6
2661,6,0,3,9,0,4,0
2662,0,0,2,12,5,19,6
2663,18,12,0,10,0,12,7
2664,20,8,29,1,0,7,3
2665,14,2,0,5,2,17,2
2666,19,3,12,0,0,19,6
2667,6,4,0,6,1,5,4
2668,28,3,8,6,2,15,5
2669,17,2,0,0,1,1,6
2670,19,1,21,19,0,1,5
2671,0,1,9,0,0,0,7
2672,16,1,31,4,0,32,6
2673,0,2,21,3,1,0,2
2674,3,11,6,3,0,5,5
2675,0,2,5,11,1,0,3
2676,2,11,13,0,0,1,3
2677,12,5,4,16,0,3,1
2678,0,11,24,9,0,4,7
2679,20,11,43,2,0,3,4
2680,0,3,26,1,2,3,7
2681,17,8,39,5,0,13,4
2682,22,7,4,1,0,0,3
2683,7,5,0,2,2,24,7
2684,12,5,40,0,0,3,2
2685,24,1,33,2,0,4,0
2686,0,0,31,8,4,0,3
2687,17,5,23,7,0,18,1
2688,13,1,0,3,1,17,2
2689,14,9,42,3,0,13,7
2690,14,9,26,13,0,12,1
2691,16,9,32,0,0,20,3
2692,1,16,0,14,0,0,6
2693,27,7,1,9,0,3,5
2694,15,4,38,7,1,32,0
2695,27,7,25,0,0,3,3
2696,10,5,5,8,0,2,5
2697,11,17,0,17,0,11,2
2698,7,0,4,14,0,11,1
2699,0,16,3,7,0,3,7
2700,17,3,3,18,2,3,4
2701,6,5,0,3,0,29,7
2702,21,3,3,4,0,2,5
2703,18,5,0,8,2,0,0
2704,2,4,5,1,0,2,1
2705,13,1,0,4,0,5,7
2706,29,2,1,12,1,0,4
2707,8,4,19,0,0,20,1
2708,31,0,9,12,0,8,1
2709,0,13,5,12,0,1,2
2710,0,12,15,4,0,1,6
2711,7,1,0,20,0,0,1
2712,20,1,5,10,0,0,3
2713,0,5,33,13,6,18,7
2714,2,8,7,11,1,0,7
2715,20,9,0,0,1,10,3
2716,13,1,4,4,0,0,6
2717,17,6,20,13,1,3,6
2718,22,0,2,0,0,12,1
2719,24,4,0,1,0,8,3
2720,8,10,18,3,2,29,0
2721,19,2,11,4,0,2,2
2722,0,10,17,8,0,1,6
2723,8,2,21,0,0,1,4
2724,14,0,6,0,0,0,3
2725,0,5,16,4,0,22,5
2726,11,2,14,6,0,10,0
2727,19,7,17,1,0,1,5
2728,15,7,1,18,4,3,4
2729,7,1,18,0,0,9,0
2730,0,1,35,2,0,18,7
2731,0,6,9,5,2,0,6
2732,0,1,4,17,0,13,6
2733,32,8,33,12,2,13,0
2734,0,1,31,3,4,2,2
2735,34,3,12,8,1,18,4
2736,6,0,39,0,0,6,3
2737,3,3,5,8,1,0,5
2738,0,5,27,0,0,29,6
2739,0,4,15,3,1,0,3
2740,0,0,0,4,0,7,2
2741,3,12,4,9,3,3,6
2742,1,0,12,0,0,0,3
2743,15,3,25,15,0,27,2
2744,35,6,3,5,0,26,7
2745,36,0,35,1,0,18,6
2746,13,1,19,2,1,6,1
2747,20,8,0,0,0,1,5
2748,2,3,31,0,4,3,1
2749,35,3,27,16,0,9,2
2750,17,0,9,0,0,6,3
2751,0,1,5,10,0,10,0
2752,7,18,23,0,1,2,3
2753,7,4,4,2,0,7,3
2754,0,10,0,2,2,4,6
2755,19,0,1,14,0,0,5
2756,11,5,1,2,5,6,2
2757,0,0,3,1,0,1,2
2758,19,0,17,9,0,7,3
2759,21,4,9,5,0,14,6
2760,0,3,10,20,0,7,0
2761,29,11,37,0,0,0,1
2762,0,5,0,0,0,4,2
2763,6,5,0,16,0,2,6
2764,6,1,0,0,0,30,3
2765,14,3,0,4,5,9,0
2766,0,8,3,2,0,22,2
2767,0,16,28,9,0,9,6
2768,0,12,7,2,2,18,4
2769,16,2,0,8,0,1,3
2770,9,2,0,21,1,4,6
2771,4,6,36,12,0,1,1
2772,1,6,4,0,3,3,1
2773,2,1,7,5,0,3,2
2774,2,8,36,10,0,5,2
2775,16,8,32,1,0,0,4
2776,0,1,0,5,1,12,4
2777,2,2,0,1,1,0,6
2778,8,4,31,15,0,0,5
2779,17,11,0,0,0,2,1
2780,0,0,21,0,0,7,2
2781,0,9,12,1,0,0,3
2782,22,1,41,8,2,19,1
2783,9,5,24,16,0,4,4
2784,5,0,36,5,0,2,2
2785,15,10,5,0,5,1,5
2786,16,6,14,8,0,3,6
2787,16,2,34,15,0,0,3
2788,4,1,20,0,1,1,6
2789,1,0,15,15,0,18,1
2790,7,8,3,18,4,15,6
2791,5,1,2,0,0,3,4
2792,18,0,8,1,1,0,3
2793,7,8,32,18,0,1,3
2794,36,4,32,0,2,19,5
2795,10,4,32,0,3,6,0
2796,9,12,16,16,0,4,5
2797,21,13,0,0,0,0,5
2798,2,1,4,4,0,0,6
2799,9,11,0,0,0,0,2
2800,1,0,36,0,0,0,6
2801,6,4,17,10,0,0,5
2802,14,0,1,1,1,5,3
2803,6,5,29,0,0,1,5
2804,0,1,2,5,6,9,5
2805,22,11,0,1,0,16,0
2806,24,1,10,2,2,7,5
2807,25,0,13,2,4,0,4
2808,0,2,29,1,3,1,0
2809,23,9,11,0,0,0,2
2810,28,10,5,16,0,19,3
2811,0,7,24,12,0,1,6
2812,7,6,0,6,0,1,0
2813,15,2,5,5,0,0,0
2814,4,0,11,14,2,0,7
2815,3,1,9,15,0,26,7
2816,9,0,24,15,0,5,0
2817,30,17,21,14,0,1,3
2818,8,1,30,0,2,4,2
2819,0,8,0,0,1,4,7
2820,11,0,32,2,2,19,3
2821,2,3,0,13,0,0,3
2822,6,0,38,11,1,0,1
2823,26,3,37,5,0,12,6
2824,16,1,11,9,0,1,4
2825,13,2,11,5,1,10,6
2826,14,2,29,7,0,1,1
2827,29,12,31,20,0,2,5
2828,16,0,14,3,0,2,0
2829,2,16,2,1,0,3,3
2830,0,3,3,11,0,21,4
2831,2,4,17,5,0,0,3
2832,31,7,9,0,0,0,5
2833,22,12,36,18,0,0,4
2834,28,1,21,12,1,9,7
2835,3,2,9,2,0,2,3
2836,23,4,31,2,0,1,4
2837,30,2,21,12,6,16,1
2838,3,12,14,3,0,15,4
2839,0,12,25,12,0,6,2
2840,0,0,0,18,0,11,2
2841,36,12,36,1,0,0,7
2842,10,2,0,2,4,1,5
2843,0,3,7,2,0,10,4
2844,6,1,0,2,2,0,2
2845,21,7,22,13,0,22,7
2846,29,0,13,0,0,2,0
2847,0,12,22,2,0,1,1
2848,32,12,14,2,0,11,1
2849,0,4,22,14,0,2,4
2850,0,15,0,6,0,1,2
2851,14,4,9,14,0,3,2
2852,0,1,18,12,0,0,4
2853,4,5,33,4,0,1,3
2854,0,0,0,3,0,0,1
2855,21,11,3,1,0,3,3
2856,12,2,2,1,0,10,2
2857,6,5,5,3,0,1,6
2858,5,10,1,3,0,2,0
2859,17,6,9,15,0,6,1
2860,0,6,19,2,0,0,5
2861,3,14,0,12,0,10,5
2862,17,3,29,7,4,1,7
2863,31,1,28,6,0,3,4
2864,6,18,29,3,2,13,6
2865,0,0,8,18,0,1,3
2866,22,2,0,14,0,1,3
2867,4,6,34,9,3,5,3
2868,7,0,7,0,0,1,3
2869,7,5,23,6,0,1,1
2870,5,8,2,4,0,0,5
2871,17,9,27,8,0,19,2
2872,0,5,9,7,5,0,2
2873,8,3,30,2,0,0,5
2874,31,3,0,9,1,18,1
2875,14,8,2,14,0,0,1
2876,23,7,1,2,0,20,3
2877,4,1,0,18,3,30,6
2878,15,5,34,14,0,0,2
2879,11,3,23,22,0,1,6
2880,10,10,2,18,0,0,7
2881,28,1,6,4,0,2,7
2882,20,0,12,3,0,25,7
2883,34,0,0,17,0,0,6
2884,16,5,13,0,0,14,3
2885,27,12,38,3,0,0,6
2886,0,13,13,8,0,0,7
2887,1,6,35,1,1,0,5
2888,24,13,13,0,0,3,4
2889,6,18,5,0,2,0,0
2890,0,5,35,0,5,8,7
2891,22,2,0,1,1,4,1
2892,13,3,0,14,0,8,7
2893,18,4,7,14,0,0,7
2894,13,1,9,8,0,20,4
2895,31,5,4,0,1,30,2
2896,0,0,11,0,0,18,5
2897,21,7,1,0,0,13,2
2898,0,1,0,12,0,23,5
2899,10,10,11,0,0,4,3
2900,1,8,37,3,2,19,4
2901,26,3,33,11,0,24,4
2902,13,2,1,16,0,17,1
2903,0,2,25,0,0,7,2
2904,3,1,19,19,0,1,1
2905,7,2,17,18,0,5,0
2906,0,6,20,2,3,10,3
2907,23,8,7,1,3,9,1
2908,1,1,17,10,0,3,0
2909,2,0,26,7,0,16,4
2910,15,0,2,7,1,22,0
2911,14,0,33,8,2,10,3
2912,10,3,5,2,0,1,6
2913,26,16,16,9,2,2,7
2914,0,5,2,5,0,21,2
2915,0,5,36,10,4,9,5
2916,16,13,0,0,0,0,3
2917,0,3,4,14,0,0,1
2918,11,0,0,3,0,23,3
2919,10,16,2,0,0,16,3
2920,3,15,7,2,0,1,3
2921,2,7,16,16,2,1,4
2922,0,5,0,15,0,11,5
2923,17,10,3,9,0,0,2
2924,0,0,34,0,0,0,6
2925,0,3,12,10,0,5,2
2926,3,11,3,2,0,2,4
2927,0,2,8,22,0,0,6
2928,21,4,13,7,0,24,5
2929,7,8,4,6,1,0,1
2930,3,4,31,3,0,1,7
2931,16,7,33,0,1,0,0
2932,0,11,7,0,0,3,1
2933,1,1,17,3,5,25,0
2934,0,6,4,17,0,7,6
2935,11,16,5,18,0,25,4
2936,20,1,0,8,2,4,4
2937,0,9,0,0,0,2,6
2938,10,3,26,3,0,1,4
2939,1,2,3,1,2,2,5
2940,3,0,3,0,0,5,4
2941,1,1,1,10,0,1,6
2942,0,8,17,0,0,2,7
2943,0,0,7,5,0,5,5
2944,20,10,21,0,4,3,1
2945,3,1,21,0,0,13,1
2946,14,8,17,20,0,9,0
2947,8,4,13,13,3,2,2
2948,28,0,16,14,0,0,5
2949,3,15,0,6,3,3,4
2950,31,10,24,13,0,8,0
2951,0,1,11,2,0,20,6
2952,6,1,6,14,0,1,6
2953,21,2,13,0,0,3,2
2954,3,2,20,7,0,9,7
2955,2,0,0,11,4,1,1
2956,9,4,9,5,3,15,5
2957,17,14,0,18,2,17,0
2958,7,10,0,0,0,3,0
2959,24,1,18,9,3,10,1
2960,7,16,19,12,1,1,0
2961,0,3,0,2,0,17,4
2962,1,0,11,4,0,6,3
2963,18,3,27,8,0,7,1
2964,0,3,0,7,1,0,7
2965,1,0,0,15,0,24,5
2966,21,1,0,16,0,12,2
2967,5,2,0,5,0,23,6
2968,9,1,35,16,0,1,6
2969,0,0,1,0,0,5,6
2970,10,14,22,0,0,6,2
2971,2,5,19,2,0,2,2
2972,1,2,6,4,2,5,7
2973,3,14,9,11,0,4,2
2974,3,11,13,0,0,19,1
2975,6,0,0,15,1,18,0
2976,3,1,25,14,3,26,4
2977,0,4,30,4,0,1,4
2978,3,0,21,5,0,0,3
2979,5,9,22,12,0,9,6
2980,3,8,14,0,1,0,5
2981,19,12,0,0,2,4,6
2982,1,15,9,7,2,2,4
2983,14,4,28,10,0,4,4
2984,10,9,41,14,0,0,1
2985,1,0,20,18,0,10,7
2986,17,5,6,7,1,16,1
2987,0,8,39,4,1,10,6
2988,29,10,14,6,2,3,2
2989,5,6,17,6,1,8,4
2990,0,0,37,2,0,10,2
2991,9,0,11,8,0,15,7
2992,19,8,2,1,0,18,2
2993,0,2,25,14,0,7,0
2994,3,8,9,10,3,5,6
2995,11,2,0,7,0,7,7
2996,0,10,25,17,0,3,6
2997,1,6,33,1,0,23,6
2998,15,2,20,0,0,7,3
2999,0,0,0,6,0,6,2
3000,14,11,28,0,0,0,7
3001,10,15,20,6,2,17,0
3002,9,8,23,0,0,1,1
3003,0,3,19,14,2,5,7
3004,22,4,27,4,0,0,3
3005,0,1,41,1,1,10,5
3006,1,0,5,13,4,3,6
3007,10,16,2,8,0,0,2
3008,27,3,43,0,2,9,3
3009,34,0,2,7,3,16,1
3010,9,1,0,13,2,21,5
3011,0,2,8,10,3,1,6
3012,28,8,9,2,0,14,7
3013,1,0,4,13,0,11,7
3014,28,17,25,0,0,19,1
3015,0,1,0,4,0,4,1
3016,9,1,0,18,0,3,6
3017,0,2,8,0,0,4,6
3018,35,17,1,9,0,1,0
3019,35,3,0,18,3,5,5
3020,11,0,0,3,1,14,0
3021,19,6,29,4,4,1,7
3022,0,10,0,0,0,5,6
3023,0,3,23,0,4,14,7
3024,24,18,13,10,0,24,5
3025,1,4,0,16,0,0,6
3026,17,14,12,2,0,1,1
3027,0,5,37,4,0,0,1
3028,15,5,0,14,0,0,1
3029,33,13,12,6,2,8,7
3030,7,8,12,10,0,3,0
3031,29,13,4,15,0,18,2
3032,0,1,0,3,0,21,6
3033,36,1,6,0,0,0,7
3034,10,4,1,10,0,0,1
3035,0,0,2,1,2,27,0
3036,23,0,9,6,0,1,0
3037,32,1,2,2,0,1,4
3038,3,0,20,1,0,9,7
3039,4,17,0,19,0,11,3
3040,19,10,0,0,0,0,0
3041,2,12,21,11,0,11,2
3042,15,4,6,0,0,0,0
3043,3,14,31,0,0,15,4
3044,15,1,19,0,1,1,3
3045,2,4,29,1,0,6,6
3046,6,4,10,2,3,14,0
3047,0,2,0,18,5,14,6
3048,15,3,9,10,0,1,1
3049,14,11,0,7,2,10,5
3050,7,9,0,15,0,3,1
3051,11,0,0,1,0,15,7
3052,0,0,0,4,0,6,7
3053,0,2,12,9,5,11,7
3054,26,6,2,3,2,1,7
3055,7,1,30,5,0,1,3
3056,3,0,14,14,2,14,0
3057,0,16,21,19,5,1,7
3058,9,0,4,13,1,9,4
3059,7,4,10,11,0,0,1
3060,8,11,0,16,0,0,5
3061,18,13,1,5,1,3,1
3062,0,0,22,0,4,8,7
3063,5,5,36,1,5,0,5
3064,3,12,0,10,0,12,5
3065,24,1,25,9,0,14,5
3066,30,0,1,2,0,12,6
3067,19,10,14,2,1,0,2
3068,11,2,0,0,1,2,2
3069,5,7,17,9,0,19,1
3070,2,5,0,12,0,3,0
3071,2,9,14,8,2,7,4
3072,0,3,9,19,4,1,6
3073,0,2,14,16,0,29,1
3074,8,2,16,11,0,18,6
3075,6,2,12,10,0,0,1
3076,26,4,14,1,0,11,4
3077,13,6,20,0,4,3,3
3078,3,0,43,0,0,21,5
3079,4,11,11,1,1,1,2
3080,34,0,29,4,4,7,4
3081,0,8,19,21,2,1,6
3082,12,0,18,0,1,12,7
3083,0,2,38,5,0,22,1
3084,23,11,14,1,0,13,2
3085,6,9,32,3,3,5,0
3086,9,0,7,1,4,0,1
3087,0,9,0,19,0,22,5
3088,0,5,8,4,0,4,1
3089,17,16,0,3,1,11,1
3090,6,3,0,16,1,5,1
3091,0,14,0,0,0,0,3
3092,0,7,3,1,0,0,6
3093,1,12,10,4,0,0,6
3094,7,9,27,10,0,10,4
3095,1,5,39,0,0,13,3
3096,6,18,0,0,0,6,4
3097,15,8,15,8,0,4,6
3098,0,9,17,2,0,2,1
3099,28,3,0,11,0,21,7
3100,33,3,16,10,0,2,3
3101,30,5,3,0,5,22,4
3102,18,1,19,10,1,1,4
3103,9,12,19,18,0,10,7
3104,8,0,19,0,0,8,1
3105,2,10,7,9,0,3,6
3106,16,9,11,9,3,3,4
3107,17,7,11,0,1,0,7
3108,14,4,1,0,0,15,7
3109,29,7,0,11,1,1,2
3110,20,4,0,12,0,0,0
3111,1,2,8,2,1,7,2
3112,4,1,25,3,0,13,3
3113,4,6,13,2,1,1,0
3114,26,2,28,21,0,8,0
3115,34,3,26,0,3,0,7
3116,0,0,4,1,0,22,0
3117,24,6,36,12,0,0,4
3118,13,9,18,1,1,11,0
3119,21,1,15,7,2,8,1
3120,4,6,9,9,0,12,5
3121,6,0,3,12,0,2,3
3122,0,3,0,20,0,0,2
3123,13,2,16,13,0,5,4
3124,26,11,3,2,0,3,1
3125,23,6,18,2,0,9,0
3126,7,1,3,9,4,0,7
3127,13,1,2,1,0,30,3
3128,3,5,11,1,0,0,6
3129,4,2,22,7,4,1,2
3130,18,5,21,8,0,8,5
3131,5,12,24,8,0,1,3
3132,2,11,15,9,0,7,2
3133,2,2,0,7,0,6,0
3134,0,1,30,0,0,1,5
3135,0,6,7,3,0,4,1
3136,27,1,26,2,0,11,3
3137,10,4,39,15,0,3,1
3138,13,2,25,0,0,0,2
3139,29,0,2,1,1,0,0
3140,2,2,1,8,0,0,0
3141,31,10,13,10,0,1,7
3142,1,5,30,9,0,12,4
3143,3,1,0,12,0,3,7
3144,18,10,2,0,0,0,2
3145,10,1,15,0,0,13,7
3146,6,5,0,4,0,2,7
3147,29,2,34,2,0,17,6
3148,0,3,16,11,0,0,4
3149,9,0,6,0,3,0,1
3150,13,16,19,5,2,7,5
3151,3,3,0,2,0,1,1
3152,9,4,4,5,0,26,7
3153,7,5,19,6,0,0,2
3154,8,4,12,0,1,2,1
3155,25,9,25,14,0,14,5
3156,26,1,6,0,0,6,7
3157,17,7,2,0,0,5,2
3158,6,11,38,13,0,16,6
3159,5,1,25,15,0,6,7
3160,21,3,0,6,0,0,1
3161,0,7,7,11,0,9,6
3162,3,0,2,16,0,25,6
3163,11,0,0,10,0,0,1
3164,1,4,16,14,0,13,3
3165,24,2,23,7,0,5,7
3166,12,1,0,1,3,7,7
